Page,OriginalDate,DaysSinceStart,Prompt
2459,2009-08-30,139,"John: Make your way up those stairs, posthaste."
2460,2009-08-30,139,==>
2461,2009-08-30,139,==>
2462,2009-08-30,139,Dave: Ignore Lil Cal and find the beta.
2463,2009-08-31,140,Dave: Take expensive ninja sword.
2464,2009-08-31,140,Dave: Exit your bro's room.
2465,2009-08-31,140,==>
2466,2009-08-31,140,==>
2467,2009-09-02,142,Dave: Go into the kitchen.
2468,2009-09-02,142,Dave: Transfer katana to strife specibus.
2469,2009-09-02,142,"Dave: Set Blender to ""Mix""."
2470,2009-09-02,142,==>
2471,2009-09-02,142,==>
2472,2009-09-02,142,Dave: Captchalogue Buster Sword from behind microwave.
2473,2009-09-02,142,"Dave: Set blender to ""Crush Ice""."
2474,2009-09-02,142,Dave: Hide evidence in microwave.
2475,2009-09-03,143,Dave: Grab those fireworks.
2476,2009-09-03,143,Dave: Captchalogue Shurikens.
2477,2009-09-03,143,==>
2478,2009-09-03,143,Dave: Take nunchaku.
2479,2009-09-03,143,==>
2480,2009-09-03,143,==>
2481,2009-09-04,144,Dave: Captchalogue each shuriken individually.
2482,2009-09-04,144,Dave: Captchalogue nunchucks.
2483,2009-09-04,144,Dave: Examine fetch modus.
2484,2009-09-04,144,Dave: Press EJECT button.
2485,2009-09-04,144,Dave: Change to Scrabble Points Hash Modus.
2486,2009-09-04,144,"Dave: Check the box ""detect collisions""."
2487,2009-09-05,145,Dave: Take the skateboard.
2488,2009-09-05,145,==>
2489,2009-09-05,145,==>
2490,2009-09-05,145,Dave: Captchalogue the unplugged powercord.
2491,2009-09-05,145,Dave: Think of a new word for powercord.
2492,2009-09-05,145,==>
2493,2009-09-05,145,==>
2494,2009-09-06,146,Dave: Search for some MAD SNACKS YO.
2495,2009-09-06,146,Dave: Open refrigerator.
2496,2009-09-06,146,Dave: Take swords.
2497,2009-09-06,146,"Dave: Use ice maker, it's still hot around here."
2498,2009-09-06,146,==>
2499,2009-09-06,146,==>
2500,2009-09-06,146,Dave: Captchalogue CHERRY BOMBS.
2501,2009-09-06,146,Dave: Take blender.
2502,2009-09-06,146,Dave: Activate garbage disposal.
2503,2009-09-07,147,Dave: Stuff down mr. purple guy into the garbage disposal.
2504,2009-09-07,147,==>
2505,2009-09-07,147,Dave: Look up.
2506,2009-09-07,147,Dave: Use the turntables and cinderblocks to make a fort.
2507,2009-09-08,148,Dave: Yank cord.
2508,2009-09-08,148,==>
2509,2009-09-08,148,==>
2510,2009-09-08,148,==>
2511,2009-09-08,148,==>
2512,2009-09-08,148,Dave: Read the note on the hatch.
2513,2009-09-08,148,"Dave: Burst out of the puppet pile like ""the one""."
2514,2009-09-08,148,Dave: Be the other guy.
2515,2009-09-10,150,John: Take dowels and sheets from bed and make a tent.
2516,2009-09-10,150,==>
2517,2009-09-10,150,John: Carve a totem of the punched pogo card.
2518,2009-09-10,150,John: Repeat process with other cards and dowels.
2519,2009-09-10,150,John: Do same thing with captchalogued captchalogue card.
2520,2009-09-10,150,Rose: Collect totems.
2521,2009-09-10,150,Rose: Produce captchalogue card.
2522,2009-09-10,150,==>
2523,2009-09-10,150,==>
2524,2009-09-10,150,==>
2525,2009-09-10,150,==>
2526,2009-09-10,150,==>
2527,2009-09-11,151,John: Collect cards.
2528,2009-09-11,151,"John: Turn on ""detect collisions""."
2529,2009-09-12,152,John: Read book. Be the wise guy.
2530,2009-09-12,152,==>
2531,2009-09-12,152,==>
2532,2009-09-12,152,John: Put both cards in totem lathe.
2533,2009-09-12,152,John: Take it to the alchemiter.
2534,2009-09-12,152,==>
2535,2009-09-12,152,==>
2536,2009-09-13,153,John: Practice with new weapon.
2537,2009-09-14,154,John: Attack the nearest imp to test pogo hammer's strength.
2538,2009-09-14,154,==>
2539,2009-09-14,154,==>
2540,2009-09-14,154,==>
2541,2009-09-14,154,==>
2542,2009-09-14,154,==>
2543,2009-09-15,155,Rose: Pester John.
2544,2009-09-15,155,[S] John: Sleep.
2545,2009-09-16,156,Rose: Check Alchemy Excursus.
2546,2009-09-16,156,Rose: Captchalogue Sburb Server CD.
2547,2009-09-16,156,Rose: Message John the Captcha code.
2548,2009-09-16,156,==>
2549,2009-09-16,156,==>
2550,2009-09-16,156,==>
2551,2009-09-17,157,[S] John: Wake up.
2552,2009-09-17,157,==>
2553,2009-09-18,158,John: Quickly grab the pogo hammer.
2554,2009-09-18,158,==>
2555,2009-09-18,158,==>
2556,2009-09-19,159,John: Be the imp.
2557,2009-09-19,159,John: Prepare for a boss battle.
2558,2009-09-19,159,==>
2559,2009-09-19,159,==>
2560,2009-09-19,159,John: Ascend to the highest point of the house.
2561,2009-09-19,159,John: Look down.
2562,2009-09-19,159,==>
2563,2009-09-19,159,John: Turn around...
2564,2009-09-21,161,Dave: Stop being the other guy.
2565,2009-09-21,161,[S] Dave: Ascend to the highest point of the building.
2566,2009-09-21,161,==>
2567,2009-09-21,161,WV: Retri...
2568,2009-09-21,161,WV: Examine rotten pumpkin.
2569,2009-09-22,162,WV: Check the little red bar.
2570,2009-09-22,162,WV: Captchalogue can of gravy.
2571,2009-09-22,162,WV: Pick up the can of gravy. Just pick it up.
2572,2009-09-22,162,WV: Use sharp teeth to poke a hole in the lid of the can.
2573,2009-09-22,162,WV: Attempt to open can with your weak pathetic digits.
2574,2009-09-22,162,WV: Take the can labeled BEANS.
2575,2009-09-22,162,WV: Examine can of custard.
2576,2009-09-22,162,WV: Examine marking on wrist.
2577,2009-09-22,162,==>
2578,2009-09-22,162,WV: Examine the small potted plant.
2579,2009-09-23,163,WV: Check book on Human Etiquette.
2580,2009-09-23,163,==>
2581,2009-09-24,164,WV: Clear out all the cans inside the purple machine.
2582,2009-09-24,164,WV: Search room for can opener.
2583,2009-09-24,164,WV: Locate a nearby sharp object.
2584,2009-09-24,164,WV: Be the imp.
2585,2009-09-24,164,WV: Become the mayor of Can Town.
2586,2009-09-24,164,==>
2587,2009-09-24,164,==>
2588,2009-09-24,164,WV: Explore west of Can Town.
2589,2009-09-25,165,WV: Use glowing green rock to open cans.
2590,2009-09-25,165,WV: Examine box of crayons.
2591,2009-09-25,165,==>
2592,2009-09-25,165,WV: Try to open the storage box.
2593,2009-09-25,165,WV: Examine contents of yellow container.
2594,2009-09-25,165,WV: Rescue that poor lightning bug.
2595,2009-09-25,165,==>
2596,2009-09-25,165,WV: Use the chalk to draw some roads.
2597,2009-09-25,165,WV: Lay a chalk foundation for Can Town's civic growth.
2598,2009-09-26,166,WV: Use your own pee for the commercial zones.
2599,2009-09-26,166,WV: Use motor oil to designate commercial zones.
2600,2009-09-26,166,WV: Peel label from can of MAYO and affix to sash.
2601,2009-09-27,167,WV: Survey surroundings in search of more terrain for city.
2602,2009-09-27,167,==>
2603,2009-09-27,167,==>
2604,2009-09-27,167,==>
2605,2009-09-28,168,WV: Check that rampaging boy on the screen.
2606,2009-09-28,168,WV: Turn on the other 3 screens.
2607,2009-09-28,168,WV: Press Tab.
2608,2009-09-28,168,==>
2609,2009-09-28,168,==>
2610,2009-09-29,169,WV: Consume several cans.
2611,2009-09-29,169,WV: Welcome the rest into the city.
2612,2009-09-29,169,WV: Hit escape.
2613,2009-09-29,169,==>
2614,2009-09-29,169,==>
2615,2009-09-29,169,WV: Type => SWITCH 2.
2616,2009-09-29,169,WV: Type => SWITCH 3.
2617,2009-09-30,170,WV: Type => HOME.
2618,2009-09-30,170,WV: Type => REBOOT.
2619,2009-09-30,170,WV: Be the mayor.
2620,2009-09-30,170,WV: Create employment opportunities for the citizen cans.
2621,2009-10-02,172,[S] WV: Lead your men to victory!
2622,2009-10-03,173,WV: Mourn the loss of citizen tab.
2623,2009-10-03,173,Minutes in the future...
2624,2009-10-03,173,WV: Go outside and get some sun.
2625,2009-10-03,173,==>
2626,2009-10-03,173,==>
2627,2009-10-03,173,==>
2628,2009-10-04,174,WV: Curiously prod the funny-looking spirograph.
2629,2009-10-04,174,==>
2630,2009-10-04,174,WV: Select the triangley fractal.
2631,2009-10-04,174,==>
2632,2009-10-04,174,==>
2633,2009-10-04,174,==>
2634,2009-10-04,174,WV: Attach your trusty knife to the meter stick.
2635,2009-10-04,174,==>
2636,2009-10-04,174,WV: Look at the other wall.
2637,2009-10-04,174,WV: Press the triangle pattern.
2638,2009-10-04,174,==>
2639,2009-10-05,175,WV: Examine pumpkin.
2640,2009-10-05,175,WV: Devour pumpkin.
2641,2009-10-05,175,WV: Inspect green buttons.
2642,2009-10-05,175,WV: Press green button on right.
2643,2009-10-05,175,WV: Fiddle with the dials.
2644,2009-10-05,175,WV: Appearify your trusty knife.
2645,2009-10-05,175,WV: Appearify Can Town.
2646,2009-10-05,175,WV: Deappearify the pumpkin.
2647,2009-10-05,175,WV: Use trusty knife to carve spook schema in pumpkin.
2648,2009-10-05,175,WV: Move spirograph switch.
2649,2009-10-05,175,WV: Appearify firefly out of the amber.
2650,2009-10-05,175,==>
2651,2009-10-05,175,WV: Adjust time dial to appearify rotten pumpkin.
2652,2009-10-05,175,==>
2653,2009-10-05,175,WV: Appearify the grate over the entrance to the facility.
2654,2009-10-05,175,==>
2655,2009-10-09,179,[S] WV: Hasten to the exit post-haste!
2656,2009-10-11,181,oh wait
2657,2009-10-11,181,[S] WV: Ascend.
2658,2009-10-11,181,==>
2659,2009-10-13,183,"Dear John,"
2660,2009-10-14,184,ACT 3 ==>
2661,2009-10-14,184,Enter name.
2662,2009-10-14,184,Wake up!
2663,2009-10-14,184,Retrieve arms from...
2664,2009-10-14,184,Drop pumpkin on Farmstink.
2665,2009-10-14,184,Read note.
2666,2009-10-14,184,Try again.
2667,2009-10-14,184,==>
2668,2009-10-14,184,Examine room.
2669,2009-10-15,185,[S] Jade: Play a silly flute refrain.
2670,2009-10-15,185,==>
2671,2009-10-15,185,Jade: Captchalogue flute.
2672,2009-10-16,186,Jade: Set modus.
2673,2009-10-16,186,Jade: Select Memory.
2674,2009-10-17,187,Jade: Squeal like a piglet and fertilize some plants.
2675,2009-10-17,187,==>
2676,2009-10-17,187,==>
2677,2009-10-17,187,Jade: Consult colourful reminders.
2678,2009-10-17,187,Jade: Captchalogue the pumpkin growing next to you.
2679,2009-10-18,188,Jade: Exit this room.
2680,2009-10-18,188,==>
2681,2009-10-18,188,Jade: Captchalogue something.
2682,2009-10-18,188,==>
2683,2009-10-18,188,==>
2684,2009-10-18,188,==>
2685,2009-10-18,188,==>
2686,2009-10-19,189,Jade: Go upstairs to bedroom.
2687,2009-10-19,189,==>
2688,2009-10-20,190,Jade: Ascend.
2689,2009-10-20,190,==>
2690,2009-10-21,191,Jade: Explore the other half of your room!
2691,2009-10-21,191,==>
2692,2009-10-22,192,Jade: Quickly retrieve firearms from wall.
2693,2009-10-22,192,Jade: Wonder why the design on your shirt changed.
2694,2009-10-22,192,==>
2695,2009-10-22,192,Jade: Captchalogue nearest Squiddles doll and hug it.
2696,2009-10-22,192,==>
2697,2009-10-22,192,Jade: Lose interest in fauna and never speak of it again.
2698,2009-10-22,192,Jade: Pick up your toys!
2699,2009-10-22,192,Jade: Organize all your dolls.
2700,2009-10-23,193,Jade: Change wardrobifier setting.
2701,2009-10-24,194,Jade: Look out window.
2702,2009-10-24,194,Jade: Retrieve fursuit from magic chest.
2703,2009-10-24,194,Jade: Open chest.
2704,2009-10-24,194,Jade: Examine magic 8-ball and magic cue ball.
2705,2009-10-24,194,==>
2706,2009-10-24,194,Jade: Captchalogue refrigerator.
2707,2009-10-24,194,Jade: Feed your friend.
2708,2009-10-24,194,==>
2709,2009-10-24,194,==>
2710,2009-10-24,194,Try again.
2711,2009-10-24,194,Take another crack at this.
2712,2009-10-24,194,"Ok, one more time."
2713,2009-10-24,194,==>
2714,2009-10-24,194,Jade: Stick fruits in the refrigerator to keep them fresh.
2715,2009-10-24,194,==>
2716,2009-10-25,195,Jade: Press the steak button.
2717,2009-10-25,195,==>
2718,2009-10-25,195,Jade: Lightly irradiate steak.
2719,2009-10-25,195,==>
2720,2009-10-27,197,Jade: Examine the atomic bass by your bed.
2721,2009-10-27,197,==>
2722,2009-10-27,197,[S] Jade: Play a hauntingly relaxing bassline.
2723,2009-10-28,198,Jade: Captchalogue bass.
2724,2009-10-28,198,Jade: Open lunchtop.
2725,2009-10-28,198,Jade: Get down to business.
2726,2009-10-30,200,Jade: Activate Pesterchum.
2727,2009-10-30,200,Jade: Pester John.
2728,2009-10-30,200,Jade: See if Dave left you a sweet new rap.
2729,2009-10-30,200,==>
2730,2009-10-31,201,[S] Jade: Open FreshJamz!
2731,2009-11-02,203,Jade: Open Echidna and go to mspaintadventures.com
2732,2009-11-02,203,END INTERMISSION.
2733,2009-11-02,203,[S] MIDNIGHT CREW: ACT 1031
2734,2009-11-03,204,==>
2735,2009-11-03,204,Jade: Pester Dave.
2736,2009-11-06,207,[S] Dave: STRIFE.
2737,2009-11-07,208,==>
2738,2009-11-07,208,Jade: Pester Rose.
2739,2009-11-07,208,Jade: Be the other girl.
2740,2009-11-07,208,Rose: Descend.
2741,2009-11-07,208,Jade: Stop being the other girl and pester John again.
2742,2009-11-07,208,==>
2743,2009-11-08,209,[S] Jade: Descend.
2744,2009-11-09,210,Also in the future...
2745,2009-11-10,211,==>
2746,2009-11-10,211,==>
2747,2009-11-10,211,==>
2748,2009-11-10,211,Rose: Look for mad scientists.
2749,2009-11-10,211,==>
2750,2009-11-10,211,==>
2751,2009-11-10,211,Jade: Transportalize as far down as you can go.
2752,2009-11-11,212,Jade: Proceed.
2753,2009-11-11,212,Jade: Keep going.
2754,2009-11-11,212,Jade: Don't stop.
2755,2009-11-11,212,==>
2756,2009-11-11,212,Jade: Complete your descent.
2757,2009-11-11,212,==>
2758,2009-11-11,212,==>
2759,2009-11-11,212,Jade: Answer.
2760,2009-11-11,212,Rose: Look at that kiosk.
2761,2009-11-11,212,Rose: Go to the center and do a goofy dance.
2762,2009-11-12,213,Rose: Attempt to plug laptop into nearby hub.
2763,2009-11-12,213,==>
2764,2009-11-12,213,Rose: Examine fetch modus.
2765,2009-11-12,213,==>
2766,2009-11-12,213,Rose: Find the unlocked hub.
2767,2009-11-12,213,==>
2768,2009-11-12,213,==>
2769,2009-11-12,213,==>
2770,2009-11-14,215,Again in the future...
2771,2009-11-18,219,[S] Dave: Abscond.
2772,2009-11-19,220,IT KEEPS HAPPENING
2773,2009-11-19,220,Rose: Look around for anything else of importance.
2774,2009-11-19,220,==>
2775,2009-11-19,220,==>
2776,2009-11-19,220,==>
2777,2009-11-20,221,Rose: Turn on your laptop and check on John.
2778,2009-11-20,221,==>
2779,2009-11-20,221,[S] Rose: Ascend.
2780,2009-11-21,222,John: High-five Nannaquin.
2781,2009-11-21,222,John: Climb that echeladder.
2782,2009-11-21,222,John: Collect phat lewtz.
2783,2009-11-21,222,John: Pick up as much grist as you can hold.
2784,2009-11-21,222,==>
2785,2009-11-21,222,==>
2786,2009-11-22,223,"Elsewhere, we find a place..."
2787,2009-11-22,223,==>
2788,2009-11-22,223,==>
2789,2009-11-22,223,==>
2790,2009-11-22,223,==>
2791,2009-11-22,223,==>
2792,2009-11-22,223,You are now...
2793,2009-11-22,223,PM: Check mail.
2794,2009-11-22,223,PM: Open envelope.
2795,2009-11-22,223,==>
2796,2009-11-22,223,==>
2797,2009-11-23,224,PM: Examine keyboard and screen.
2798,2009-11-23,224,PM: Type => VIEW
2799,2009-11-23,224,Greetings.
2800,2009-11-23,224,Don't I know you?
2801,2009-11-23,224,==>
2802,2009-11-23,224,==>
2803,2009-11-23,224,==>
2804,2009-11-23,224,Rose: Refuse to acknowledge the absurd tea set.
2805,2009-11-23,224,==>
2806,2009-11-23,224,Rose: Wear the scarf. Be the Rider.
2807,2009-11-23,224,==>
2808,2009-11-24,225,John: Resist great urge to take the wedged shale.
2809,2009-11-24,225,==>
2810,2009-11-24,225,John: Jump down.
2811,2009-11-25,226,==>
2812,2009-11-25,226,Jade: Scamper into grand foyer with wild abandon.
2813,2009-11-25,226,Jade: Arm yourself.
2814,2009-11-26,227,Jade: Examine those chaps on the sofa.
2815,2009-11-26,227,==>
2816,2009-11-26,227,==>
2817,2009-11-27,228,Jade: Leap dramatically across the divide.
2818,2009-11-27,228,[S] Strife!!!
2819,2009-11-28,229,==>
2820,2009-11-28,229,Jade: Abscond!
2821,2009-11-28,229,PM: Miraculously survive.
2822,2009-11-28,229,PM: Peer out explosion hole.
2823,2009-11-28,229,==>
2824,2009-11-28,229,==>
2825,2009-11-28,229,==>
2826,2009-11-29,230,Rose: Refuse to acknowledge the absurd kitten.
2827,2009-11-29,230,Rose: Insert coin.
2828,2009-11-29,230,Rose: Let's play a game.
2829,2009-11-29,230,Rose: Screw around with the appearifier.
2830,2009-11-29,230,==>
2831,2009-11-30,231,Rose: Cause time paradox.
2832,2009-11-30,231,==>
2833,2009-11-30,231,==>
2834,2009-11-30,231,==>
2835,2009-11-30,231,Rose: Have a flashback.
2836,2009-11-30,231,==>
2837,2009-12-01,232,Rose: Trace Jaspers' whereabouts on the machine.
2838,2009-12-01,232,[S] Rose: Fast forward to now.
2839,2009-12-01,232,==>
2840,2009-12-01,232,Rose: Appearify Jaspers immediately.
2841,2009-12-01,232,Rose: Stop fooling around and transportalize out of there!
2842,2009-12-02,233,Jade: Locate and feed the devilbeast you call a pet.
2843,2009-12-02,233,==>
2844,2009-12-02,233,==>
2845,2009-12-02,233,Jade: Retrieve the package you expected to arrive.
2846,2009-12-03,234,"John: Triple somersault into room, etc. Stick the landing."
2847,2009-12-03,234,John: Snoop.
2848,2009-12-03,234,[S] John: Examine your dad's room.
2849,2009-12-03,234,"John: Calm down, it'll be alright."
2850,2009-12-03,234,==>
2851,2009-12-03,234,==>
2852,2009-12-03,234,==>
2853,2009-12-03,234,Enter name.
2854,2009-12-03,234,Take another stab at it.
2855,2009-12-03,234,State name and rank.
2856,2009-12-03,234,Jack: Don comical hat.
2857,2009-12-04,235,Jack: Call a minion.
2858,2009-12-04,235,==>
2859,2009-12-04,235,==>
2860,2009-12-04,235,Jack: Throw down hat in disgust.
2861,2009-12-04,235,==>
2862,2009-12-04,235,==>
2863,2009-12-04,235,John: Investigate room for anything dad may have left behind
2864,2009-12-05,236,John: Present time! Open a present see what's inside!
2865,2009-12-05,236,John: Obtain SW33TL00T.
2866,2009-12-05,236,==>
2867,2009-12-05,236,John: Equip array fetch modus.
2868,2009-12-05,236,John: Read instructions for control deck.
2869,2009-12-05,236,==>
2870,2009-12-05,236,==>
2871,2009-12-05,236,John: Unwrap the smallest present first.
2872,2009-12-05,236,==>
2873,2009-12-05,236,John: Open the big one.
2874,2009-12-05,236,John: Fill up an entire queuestack with shoes.
2875,2009-12-05,236,John: Captchalogue Fruit Gushers.
2876,2009-12-05,236,John: Closely inspect Fruit Gushers box.
2877,2009-12-05,236,==>
2878,2009-12-05,236,==>
2879,2009-12-06,237,[S] John: Mental breakdown.
2880,2009-12-08,239,[S] Jade: Retrieve package.
2881,2009-12-08,239,==>
2882,2009-12-08,239,==>
2883,2009-12-08,239,==>
2884,2009-12-09,240,Rose: Check self for any mixed atoms with cat.
2885,2009-12-09,240,Rose: Look around room.
2886,2009-12-10,241,Rose: Watch the meteor impact.
2887,2009-12-10,241,==>
2888,2009-12-10,241,==>
2889,2009-12-10,241,John: Get down to business.
2890,2009-12-11,242,Jade: Dream.
2891,2009-12-11,242,==>
2892,2009-12-11,242,==>
2893,2009-12-11,242,==>
2894,2009-12-11,242,Jade: Obliquely foreshadow future through interpretive dance
2895,2009-12-11,242,Jade: Quick! Get into bed!
2896,2009-12-11,242,Jade: Realize you can fly!
2897,2009-12-12,243,Jade: Open the Package.
2898,2009-12-12,243,==>
2899,2009-12-12,243,Months in the past...
2900,2009-12-12,243,==>
2901,2009-12-12,243,John: Make totems.
2902,2009-12-12,243,Rose: Flee room.
2903,2009-12-12,243,Rose: Pester John.
2904,2009-12-12,243,==>
2905,2009-12-13,244,==>
2906,2009-12-13,244,WV: Descend.
2907,2009-12-13,244,WV: Sacrifice your MAYORAL SASH for more CABLES.
2908,2009-12-13,244,WV: Appearify the temple.
2909,2009-12-13,244,==>
2910,2009-12-13,244,WV: Command Serenity to carry the rope to you.
2911,2009-12-13,244,WV: Get ye rope.
2912,2009-12-13,244,==>
2913,2009-12-13,244,==>
2914,2009-12-13,244,==>
2915,2009-12-14,245,WV: Try to appearify the cable again.
2916,2009-12-14,245,WV: Take obvious course of action.
2917,2009-12-15,246,Years in the future...
2918,2009-12-15,246,==>
2919,2009-12-15,246,==>
2920,2009-12-15,246,==>
2921,2009-12-15,246,==>
2922,2009-12-17,248,Rose: Build as much as you can as fast as you can.
2923,2009-12-17,248,==>
2924,2009-12-17,248,John: Alchemize.
2925,2009-12-17,248,==>
2926,2009-12-18,249,[S] Jade: Dream up extra arms and play advanced bass solo.
2927,2009-12-18,249,Jade: Change wardrobifier to cycle thru STAR HEART HORSESHOE
2928,2009-12-18,249,Jade: Go explore the golden city.
2929,2009-12-18,249,==>
